sensor_060,sensor_104,sensor_511,sensor_349,sensor_022,sensor_029,sensor_437,sensor_130,sensor_125,sensor_296,sensor_317,sensor_301,sensor_126,sensor_295,sensor_027,sensor_034,sensor_080,sensor_453,sensor_131,sensor_065,result
6.1882,-0.0108,53.7659,0.0194,-5440.25,71.4667,3.1323,-0.8988,15.79,139.7602,6.0917,0.0952,1.239,342.0715,1.9525,8.3273,-0.0012,5.3113,0.7402,13.8118,양품
4.6209,-0.01,70.2635,0.0235,-5563.5,74.4778,2.4821,-0.1419,15.54,231.829,5.4544,0.0737,1.239,1158.8861,1.9648,8.3542,0.0114,5.3458,0.6847,15.3791,양품
3.0345,-0.0115,34.8964,0.0183,-5470.25,73.5667,2.732,-0.4258,15.8,103.7284,4.7851,0.094,1.475,156.0756,1.986,8.4278,-0.0063,3.8832,0.7217,16.9655,양품
-4.2064,-0.0088,39.8293,0.0289,-5411.75,70.4778,3.7865,-0.8988,15.79,127.3172,6.1271,0.122,1.239,223.2284,1.988,9.0145,-0.0372,5.7851,0.7402,24.2064,양품
6.1727,-0.0098,36.8758,0.0197,-5762.75,74.8556,4.8462,-0.5677,15.67,157.3118,5.7073,0.1552,1.163,462.812,1.9748,8.3542,-0.0384,5.7232,0.6697,13.8273,양품
7.3164,-0.0105,75.9193,0.0169,-5585.25,74.5778,1.7555,-0.4258,15.8,163.9682,6.3023,0.0611,1.475,247.0848,2.0025,8.3588,-0.0121,5.4388,0.7217,12.6836,양품
4.5918,-0.0091,73.4247,0.0262,-5753.5,70.1556,3.0187,-0.4258,15.8,1901.6942,5.7703,0.1034,1.475,737.1678,2.0227,9.0145,-0.016,5.2891,0.7217,15.4082,양품
3.2273,-0.0076,87.4172,0.0252,-4961.25,65.8,2.9761,-1.135,15.73,225.9843,5.7088,0.0908,1.182,1407.9878,1.9948,8.6068,-0.0175,4.9097,0.6879,16.7727,불량
6.6827,-0.0101,59.4059,0.0247,-5505.5,71.0333,1.7146,-0.4258,15.8,115.4336,6.2277,0.0577,1.475,339.875,2.01,8.572,-0.0333,5.3465,0.7217,13.3173,양품
-4.6636,-0.0127,42.6036,0.0224,-5592.75,67.9889,1.1994,-0.4258,15.8,169.2277,4.5792,0.0406,1.475,157.967,2.0313,9.9964,-0.0167,4.1728,0.7217,24.6636,양품
3.5945,-0.0095,32.6316,0.0252,-5578.75,70.1667,3.0091,-0.8988,15.79,267.161,5.966,0.0914,1.239,388.5386,2.0383,9.131,-0.0077,5.7824,0.7402,16.4055,양품
2.4182,-0.0105,43.0108,0.0236,-5349.75,75.4333,3.0074,-0.4258,15.8,176.9717,5.96,0.0926,1.475,199.8506,1.986,8.5596,-0.012,5.3922,0.7217,17.5818,양품
4.6209,-0.0093,49.5289,0.0186,-5714.25,71.3222,2.9153,-0.1419,15.54,196.8849,5.9229,0.0909,1.239,435.2251,2.011,8.5801,-0.0092,5.3398,0.6847,15.3791,불량
2.2336,-0.0098,49.8094,0.0216,-5538.0,73.4778,0.7956,0.0,15.92,313.9739,5.5864,0.0255,0.9129,221.6017,1.9743,8.2981,-0.0092,4.59,0.8536,17.7664,양품
5.2064,-0.0102,37.3464,0.0207,-5466.75,73.6111,5.6992,0.0,15.92,428.1592,6.2473,0.2033,0.9129,165.7234,1.971,8.572,-0.0308,5.5206,0.8536,14.7936,양품
-0.5718,-0.0106,58.6982,0.0227,-6397.75,66.7889,2.1269,0.0,15.92,108.7026,5.009,0.047,0.9129,118.2156,1.8798,9.0121,-0.0016,5.1082,0.8536,20.5718,양품
7.0273,-0.011,25.4835,0.0224,-5515.5,70.3,3.4976,0.0,15.92,179.0203,5.2684,0.1157,0.9129,230.8455,1.9798,8.8624,-0.0087,5.1099,0.8536,12.9727,양품
2.1145,-0.0124,33.871,0.0289,-5617.5,72.6222,1.8057,0.7096,15.73,203.0049,5.1897,0.0541,0.9838,129.8448,1.9943,8.7932,0.0063,4.5199,0.8543,17.8855,양품
2.1973,-0.0104,28.8462,0.0222,-5517.75,74.5889,4.1446,0.0,15.92,208.5927,6.2556,0.1443,0.9129,224.0006,1.986,8.3179,-0.0019,5.5918,0.8536,17.8027,양품
4.9118,-0.0114,30.837,0.0154,-5122.5,70.9889,3.4151,0.7096,15.73,145.5988,5.1057,0.1259,0.9838,203.6836,1.9937,8.8624,-0.0215,4.2066,0.8543,15.0882,양품
4.8127,-0.0103,47.5728,0.0122,-6469.5,72.3444,3.2777,0.7096,15.73,169.7358,5.6728,0.0851,0.9838,183.5293,1.872,8.5003,-0.0335,5.7028,0.8543,15.1873,양품
4.4445,-0.0106,54.5882,0.0202,-5085.75,75.6778,1.5248,0.7096,15.73,100.0317,6.7223,0.0454,0.9838,93.1178,2.0017,8.2981,-0.0046,5.9852,0.8543,15.5555,양품
5.6155,-0.0101,51.358,0.0204,-4764.0,75.0889,0.6037,0.7096,15.73,306.5272,7.4824,0.0197,0.9838,812.0891,1.9905,8.3588,-0.0339,7.5368,0.8543,14.3845,양품
2.8136,-0.0101,30.7311,0.0164,-5195.75,68.4889,1.4995,0.7096,15.73,181.5764,6.2503,0.0556,0.9838,313.1596,2.0032,9.131,-0.0059,5.3717,0.8543,17.1864,양품
3.9527,-0.0115,35.5363,0.0228,-5569.75,74.0,1.9065,0.7096,15.73,326.9077,5.7861,0.0651,0.9838,407.189,1.9875,8.3588,-0.0152,4.6809,0.8543,16.0473,양품
3.4482,-0.0079,30.3318,0.0201,-5644.0,74.5556,2.653,0.0,15.92,370.3632,5.4498,0.0802,0.9129,478.4133,1.9913,8.5407,-0.0218,5.0486,0.8536,16.5518,양품
1.3445,-0.0136,34.4322,0.0208,-5250.75,72.9222,2.1324,-1.229,15.73,156.8757,5.6354,0.0693,0.9554,327.5377,1.959,8.2395,-0.0191,5.3658,0.7906,18.6555,양품
,-0.0108,42.3963,0.0148,-5334.75,69.5222,3.7221,0.0,15.84,434.5012,5.5089,0.1251,0.9176,428.7333,2.0232,9.131,-0.0296,4.6661,0.7865,,양품
0.9591,-0.0096,51.2418,0.0247,-5209.0,70.9,3.5809,0.4731,15.75,159.2911,6.3258,0.1162,0.8893,264.7955,2.0032,8.7015,0.0213,5.6312,0.7914,19.0409,양품
5.3191,-0.0119,46.3158,0.0221,-5392.5,73.2111,2.1759,-0.4731,15.68,171.6807,6.9993,0.0745,1.395,264.9446,1.9955,8.3591,0.0199,7.0081,0.666,14.6809,양품
-2.1555,-0.013,50.6232,0.0365,-5494.75,75.9,2.2081,-0.4731,15.68,142.3549,5.987,0.0789,1.395,338.873,1.9995,8.4278,0.0108,5.4907,0.666,22.1555,양품
1.7627,-0.0111,38.7824,0.0184,-5436.25,74.5333,3.0459,-0.8515,15.71,236.0104,6.4893,0.1062,1.532,116.603,1.9892,8.4278,0.0107,5.8891,0.6108,18.2373,양품
1.9273,-0.0127,41.6912,0.0185,-5472.0,74.8667,2.0232,-0.8515,15.71,202.7583,7.5497,0.0675,1.532,158.9277,1.9957,8.2832,0.0108,6.7733,0.6108,18.0727,양품
1.2327,-0.0104,27.0205,0.0256,-5481.75,72.6333,1.8688,-0.0946,15.65,23.4858,5.4225,0.0564,1.881,171.4961,2.009,8.3588,-0.0178,4.9006,0.6717,18.7673,양품
5.4209,-0.0136,24.9541,0.0222,-5261.0,67.3,3.7529,-0.8515,15.71,180.1247,5.9794,0.1138,1.532,200.9229,1.972,8.58,-0.0091,4.8239,0.6108,14.5791,양품
5.0818,-0.0086,46.6472,0.016,-6465.0,71.4333,4.2165,0.7096,15.73,117.55,5.792,0.1007,0.9838,69.9571,1.87,8.5003,-0.0064,5.9319,0.8543,14.9182,양품
5.5109,-0.0115,64.2082,0.0138,-5685.0,73.9889,3.599,-0.0946,15.65,150.799,5.9043,0.1431,1.881,930.4064,2.025,8.2981,-0.0035,4.658,0.6717,14.4891,양품
-0.07,-0.0329,13.6674,0.0299,-6413.25,69.2222,1.865,0.7096,15.73,357.9288,6.443,0.0415,0.9838,204.2961,1.8985,23.1583,0.0381,6.0472,0.8543,20.07,양품
0.5609,-0.0104,19.2308,0.02,-6515.25,67.6556,2.7612,0.4731,15.75,129.5364,6.1051,0.0633,0.8893,144.2738,1.866,9.0121,-0.0299,5.6994,0.7914,19.4391,양품
5.5964,-0.014,49.4624,0.0196,-5204.0,74.1222,4.5562,-0.5677,15.71,147.9966,5.8955,0.1525,1.607,257.1225,1.976,8.272,-0.0273,5.1948,0.5325,16.067,양품
5.3973,-0.014,39.3912,0.0288,-5416.5,75.4,2.5589,-0.5677,15.71,142.8388,5.9968,0.0769,1.607,296.5878,1.9867,8.272,-0.0276,5.2731,0.5325,16.345,양품
2.3182,-0.0105,48.6293,0.0267,-5502.0,70.7,1.0311,-0.5677,15.71,184.8466,5.6932,0.0362,1.607,200.8316,2.0178,9.131,-0.0213,5.1164,0.5325,17.6818,양품
6.0773,-0.0077,66.0194,0.0212,-5543.0,75.1889,1.6721,-0.5677,15.71,557.7425,6.7406,0.0696,1.607,305.9433,1.981,8.3436,-0.0302,6.7382,0.5325,13.9227,양품
4.3136,-0.0084,29.8507,0.0264,-5529.25,74.0333,2.647,-0.5677,15.71,243.0657,6.9159,0.0908,1.607,185.0898,1.95,8.272,-0.0053,7.5771,0.5325,15.6864,양품
-2.3509,-0.0123,60.3466,0.016,-5572.25,67.2889,1.8645,-0.1419,15.82,61.9704,5.5576,0.0635,0.9838,235.1714,2.0165,9.6938,0.0162,4.8893,0.8106,22.3509,양품
1.1618,-0.0086,55.814,0.0276,-5257.75,75.1667,3.3456,-0.5677,15.71,63.9759,5.8683,0.1181,1.607,263.7617,1.9695,8.5596,0.0178,4.5954,0.5325,18.8382,양품
0.5764,-0.0095,46.5608,0.0245,-5348.75,71.5111,4.5583,-0.8988,15.81,448.5302,6.3499,0.1431,1.824,130.1086,1.965,8.3273,0.0036,6.1332,0.5952,19.4236,양품
6.8491,-0.0134,21.6822,0.0272,-5418.75,68.3111,1.9871,-0.1419,15.82,334.6785,5.9756,0.067,0.9838,281.9662,2.0278,9.0061,0.0221,5.1105,0.8106,13.1509,양품
-0.7245,-0.0137,26.2056,0.014,-5704.5,72.3444,4.5804,0.0,15.74,84.7835,4.3803,0.146,1.031,403.6389,1.9808,8.287,0.0266,4.3376,0.8248,20.7245,양품
-0.2227,-0.0128,44.5313,0.0262,-5710.5,73.1333,0.9163,-0.8988,15.81,197.8373,5.5404,0.0357,1.824,214.0195,1.983,8.7932,0.0059,5.5685,0.5952,20.2227,양품
5.9155,-0.0123,35.6998,0.0317,-5344.25,74.2667,2.968,-0.1419,15.82,186.659,6.0134,0.0909,0.9838,883.8146,1.9783,8.2832,0.0373,4.5664,0.8106,14.0845,양품
2.4209,-0.0112,38.2222,0.0218,-5451.75,70.7778,4.5411,-0.1419,15.82,167.9494,5.915,0.1467,0.9838,264.1671,2.008,9.0145,0.0009,5.7593,0.8106,17.5791,양품
13.5518,-0.0141,28.4698,0.0254,-5249.0,73.4111,1.6891,-0.1419,15.82,192.7475,6.8253,0.0562,0.9838,210.9692,1.9987,8.9562,0.0044,6.1618,0.8106,6.4482,불량
3.0945,-0.0108,91.9861,0.0285,-5603.75,73.1222,2.0482,-0.8988,15.81,143.8912,5.7734,0.0617,1.824,124.0709,1.9743,8.3542,0.0093,5.16,0.5952,16.9055,양품
-1.2336,-0.0131,36.7816,0.0173,-5662.0,68.8444,1.619,-0.1419,15.82,127.3116,7.0915,0.0517,0.9838,1583.1187,2.015,8.6068,-0.0012,6.3808,0.8106,21.2336,양품
4.4409,-0.0136,113.9706,0.0162,-5477.5,75.7556,2.2007,-1.56,15.89,78.2752,6.0475,0.0748,0.9318,278.3409,1.9535,8.2832,0.0185,5.9653,0.822,15.5591,양품
-4.6109,-0.0142,25.3521,0.0188,-6521.5,66.0222,3.3982,-0.8988,15.81,102.9446,4.7402,0.0739,1.824,86.8735,1.8592,9.0811,-0.005,4.8076,0.5952,24.6109,양품
1.89,-0.0131,26.7431,0.0171,-5632.75,68.6444,2.1483,-1.56,15.89,126.2286,6.4735,0.0784,0.9318,278.7943,1.9897,8.7373,0.0097,5.6656,0.822,18.11,양품
0.4527,-0.0107,45.741,0.0209,-5619.25,73.4333,1.9099,0.0,15.84,272.7697,6.5385,0.0644,0.9744,426.9749,1.9705,8.7932,0.0075,5.7542,0.8264,19.5473,양품
-0.2036,-0.0117,44.397,0.0233,-5619.0,72.3444,1.9224,-1.56,15.89,127.8828,6.2248,0.0731,0.9318,293.3473,1.9398,8.3591,0.0147,6.5624,0.822,20.2036,양품
-3.7536,-0.0134,19.4211,0.0208,-5525.25,71.9444,2.342,-1.56,15.89,121.9002,6.4957,0.0788,0.9318,640.2095,1.9738,8.7932,0.0026,6.0489,0.822,23.7536,양품
-3.9045,-0.0132,27.3504,0.0638,-5207.25,71.6556,6.221,0.0,15.84,205.1,7.536,0.1937,0.9744,335.3619,1.9697,8.6149,0.0409,5.8287,0.8264,23.9045,양품
-2.81,-0.0121,27.1885,0.0197,-5391.75,75.5222,3.6365,-1.56,15.89,135.3252,5.1985,0.1103,0.9318,197.5186,1.9672,8.3591,0.0102,4.8218,0.822,22.81,양품
-2.6109,-0.0123,31.7073,0.0151,-5621.0,75.5889,2.2947,-1.56,15.89,137.2819,5.8323,0.0716,0.9318,494.9492,1.994,8.5571,0.033,5.2289,0.822,22.6109,양품
-2.6273,-0.013,35.3506,0.0179,-5561.0,67.3889,3.9217,-0.5677,15.86,435.2113,5.3998,0.1219,1.182,405.1452,1.9905,8.7646,0.0124,4.7197,0.8559,22.6273,양품
5.4709,-0.0123,23.6735,0.0133,-5652.5,74.9111,4.2759,0.0,15.84,105.4467,6.1519,0.1381,0.9744,255.0693,1.9818,8.8889,0.0099,5.446,0.8264,14.5291,양품
0.5218,-0.0093,49.1979,0.0214,-5627.5,72.2778,3.3873,0.0473,15.75,342.822,6.104,0.1147,1.702,178.1058,2.01,8.287,-0.0001,5.6321,0.6423,19.4782,양품
4.3982,-0.0127,45.6244,0.0203,-5334.0,71.1222,2.2314,0.0,15.77,130.8077,6.3857,0.0682,1.135,124.9293,1.9968,8.7373,0.0075,5.7121,0.7759,15.6018,양품
0.5518,-0.0123,44.8065,0.0273,-5639.75,72.6778,1.8908,0.0473,15.75,171.2707,6.4843,0.0635,1.702,264.1179,2.0035,8.287,0.001,6.4616,0.6423,19.4482,양품
1.4418,-0.0144,24.2845,0.025,-5567.75,72.4333,2.688,0.0473,15.75,194.561,5.3579,0.0835,1.702,158.3885,1.9708,8.6149,0.0211,4.807,0.6423,18.5582,양품
-2.5955,-0.0115,37.3507,0.0256,-5819.75,70.2111,2.393,0.0473,15.82,134.8406,5.6441,0.0764,1.853,252.1658,2.0082,8.897,0.0261,5.6201,0.555,22.5955,양품
-4.9018,-0.011,28.2139,0.019,-5767.25,70.0222,2.8627,0.0473,15.82,243.4603,5.3963,0.0906,1.853,444.5795,1.9727,8.7401,0.0152,5.6738,0.555,24.9018,양품
0.7636,-0.013,35.3846,0.0217,-5476.5,67.5556,2.4199,0.0,15.91,125.4548,5.8226,0.0733,0.9649,358.5903,2.0005,9.0425,0.0029,5.1894,0.8201,19.2364,양품
-2.7845,-0.0112,35.7942,0.0256,-5345.25,69.0556,3.9636,-0.4258,15.89,232.9326,6.0259,0.1214,0.9318,367.2296,2.0175,8.7635,0.007,5.5347,0.7965,22.7845,양품
-2.4709,-0.0135,31.0536,0.0287,-5250.75,68.8667,1.3195,0.0,15.91,199.4749,6.9644,0.0416,0.9649,130.1496,2.0015,8.7015,0.0244,6.186,0.8201,22.4709,양품
-3.2718,-0.0136,30.9963,0.0151,-5777.0,75.3556,0.5612,0.0,15.77,305.8152,6.0242,0.0174,1.135,232.733,1.9952,8.5571,0.014,4.6061,0.7759,23.2718,양품
2.1136,-0.012,22.5705,0.0214,-5327.75,70.3556,3.6164,0.0,15.77,105.8064,5.315,0.1088,1.135,258.3504,1.9755,8.7373,0.0169,4.8548,0.7759,17.8864,양품
3.9291,-0.0118,60.9524,0.0287,-5213.0,72.5778,1.8541,0.0,15.77,165.2601,6.3005,0.0659,1.135,340.6533,2.021,9.131,0.0098,5.572,0.7759,16.0709,양품
-0.5336,-0.014,30.0806,0.0213,-5138.75,70.5111,3.2099,0.0473,15.75,186.6429,6.0726,0.1037,1.702,243.6615,1.9565,8.7015,0.0071,5.5857,0.6423,20.5336,양품
-1.1836,-0.0122,15.5897,0.0184,-5406.75,75.9444,2.8655,0.0473,15.75,174.0479,5.1511,0.0912,1.702,81.5777,1.9515,8.5571,0.009,4.3132,0.6423,21.1836,양품
5.7945,-0.0125,28.8867,0.0242,-5300.5,72.8667,2.4534,-0.5677,15.86,109.9166,6.5033,0.0769,1.182,261.4135,2.0038,8.9562,-0.0039,5.8436,0.8559,14.2055,양품
-4.9682,-0.0117,36.7521,0.0232,-5497.5,74.1222,2.8166,-1.608,15.77,103.7127,5.9198,0.0909,1.617,252.7746,2.0055,8.5571,0.0021,5.4739,0.5812,24.9682,양품
-0.9136,-0.0117,37.6068,0.0173,-5398.75,73.6111,2.1445,0.0473,15.82,104.9921,5.9107,0.0652,1.853,119.1928,2.018,8.6695,-0.006,5.1966,0.555,20.9136,양품
-3.65,-0.0122,18.7755,0.0261,-5217.25,73.3778,1.9322,-1.608,15.77,205.0876,5.9777,0.0599,1.617,155.4014,1.9925,8.3663,0.013,5.2279,0.5812,23.65,양품
-2.5345,-0.0119,37.0137,0.0228,-5394.75,70.3111,2.7903,-1.608,15.77,185.5254,5.5803,0.088,1.617,389.4923,2.0075,8.8581,-0.0187,5.2607,0.5812,22.5345,양품
0.86,-0.0128,76.7875,0.0225,-5397.5,67.0889,3.0696,-0.4258,15.89,100.4224,5.7839,0.1036,0.9318,152.6226,1.9965,8.7997,0.0073,5.2511,0.7965,19.14,양품
-3.4991,-0.0128,38.3562,0.017,-5543.0,73.7556,1.4238,-0.4258,15.89,79.6764,6.2725,0.0486,0.9318,136.0882,1.98,8.9833,0.0184,5.5903,0.7965,23.4991,양품
-5.2327,-0.0124,35.6275,0.0283,-5526.0,69.9222,3.2581,0.0473,15.75,1828.6043,6.7203,0.0999,1.702,385.0342,1.9962,8.7401,0.0216,6.532,0.6423,25.2327,양품
-1.79,-0.0136,30.0366,0.0151,-5445.5,72.3778,3.6955,-1.608,15.77,161.7063,6.1788,0.1178,1.617,496.1079,1.984,8.4278,0.0234,6.9322,0.5812,21.79,양품
1.0309,-0.0127,40.1575,0.0182,-4971.75,70.0111,4.8966,-1.608,15.77,102.6483,6.6719,0.15,1.617,955.6081,1.9888,8.7401,0.0125,5.9821,0.5812,18.9691,양품
-4.0109,-0.0124,41.8933,0.018,-5001.0,73.7667,2.8017,-1.608,15.77,247.5978,6.0738,0.0953,1.617,1188.8443,2.0,8.3663,-0.0058,5.6168,0.5812,24.0109,양품
1.4727,-0.013,42.9119,0.016,-5368.75,65.0778,3.6443,-0.4258,15.89,1791.9405,4.5335,0.1212,0.9318,287.5348,1.9955,9.0606,0.0112,3.8866,0.7965,18.5273,양품
-1.2427,-0.0133,35.272,0.0234,-6471.25,65.7,3.6954,-1.135,15.9,213.6046,5.4705,0.0907,0.9649,200.0573,1.8785,9.2016,-0.0116,5.1581,0.8391,21.2427,양품
2.4845,-0.0139,27.2646,0.013,-5335.0,72.2667,0.9541,-1.135,15.9,299.0255,5.2121,0.0348,0.9649,396.1793,1.991,8.8548,0.0141,4.5355,0.8391,17.5155,양품
0.79,-0.0117,17.0758,0.0168,-5613.0,63.0333,2.2816,-1.135,15.9,115.5981,4.423,0.0782,0.9649,211.6711,1.9973,9.1287,0.0289,4.1337,0.8391,19.21,양품
5.6618,-0.0136,35.3266,0.0218,-5459.0,66.3111,1.9597,0.0,15.91,159.2532,6.2036,0.0619,0.9649,236.5009,1.9908,8.6772,0.0217,5.7104,0.8201,14.3382,불량
-2.4345,-0.0101,52.6708,0.0203,-5398.5,69.3,3.7564,-1.797,15.8,126.3365,7.6774,0.1309,1.834,271.1562,1.9863,8.7635,-0.0028,6.1278,0.5662,22.4345,양품
-1.4027,-0.0113,30.9051,0.0184,-5012.75,67.6333,1.2423,-1.797,15.8,176.1865,5.4441,0.0411,1.834,174.9788,1.974,8.7635,0.002,4.9538,0.5662,21.4027,양품
-4.5936,-0.0115,45.1193,0.0181,-5248.25,69.8667,2.6491,-1.797,15.8,195.211,6.1794,0.0879,1.834,564.0705,2.036,8.7635,-0.0052,5.6279,0.5662,24.5936,양품
-0.3309,-0.0118,42.4178,0.0169,-5658.25,67.8111,4.5303,-1.797,15.8,110.2251,5.7652,0.1378,1.834,330.3376,2.014,8.7635,-0.0005,5.6983,0.5662,20.3309,양품
2.6718,-0.0107,36.534,0.0213,-5604.5,66.0111,0.7674,-1.797,15.8,224.5952,5.764,0.0251,1.834,178.8081,1.985,8.6772,-0.0111,5.2778,0.5662,17.3282,양품
4.9845,-0.0127,49.6063,0.0357,-5494.75,73.9333,3.198,-3.496,15.71,168.4567,5.7709,0.1057,1.763,192.377,2.0035,8.5801,-0.0022,5.0149,0.5638,16.733,양품
-3.4445,-0.0126,39.005,0.0255,-5549.25,73.2333,0.7436,-3.496,15.71,90.712,5.9415,0.0249,1.763,252.9063,2.0017,8.287,0.0093,5.8783,0.5638,23.4445,양품
2.2855,-0.0141,45.9364,0.0246,-5370.75,72.4778,4.9285,-3.496,15.71,207.6574,5.5605,0.1632,1.763,370.2066,2.0045,8.6149,0.019,5.3586,0.5638,17.7145,양품
22.4673,-0.0094,36.3151,0.0338,-5573.75,72.3556,2.7306,-3.496,15.71,202.1625,4.9316,0.09,1.763,304.3423,1.9693,8.2395,0.0049,4.3612,0.5638,21.38,양품
6.5645,-0.0047,80.6366,0.0228,-5370.25,72.4889,1.9705,-0.4258,15.89,151.6188,4.4655,0.0623,0.9318,383.0417,1.9695,8.9475,0.0214,4.0206,0.7965,13.4355,불량
-4.6227,-0.0109,36.6972,0.0617,-5599.25,75.0444,5.5988,-1.135,15.9,203.7766,5.3685,0.1761,0.9649,256.8247,2.0132,8.3591,0.0145,5.2019,0.8391,24.6227,양품
5.5455,-0.0138,34.8457,0.0212,-4994.25,66.2,2.8307,0.0,15.77,263.473,6.3218,0.0924,1.135,1239.7909,1.9715,8.6772,0.0233,5.6528,0.7759,14.4545,불량
-2.1518,-0.0126,41.2289,0.0187,-5515.0,73.1333,3.4478,-3.496,15.71,254.9915,6.7794,0.1232,1.763,375.5929,1.966,8.4278,0.0235,6.2171,0.5638,22.1518,양품
6.25,-0.0102,38.4236,0.0441,-5738.75,72.1,2.3246,-3.496,15.71,258.0354,5.4697,0.0721,1.763,248.5657,2.0157,8.3436,0.0073,4.2846,0.5638,13.75,양품
3.2509,-0.013,34.5158,0.0222,-5508.75,69.0556,1.6751,-1.135,15.9,136.0769,5.8371,0.0491,0.9649,370.7078,1.993,8.6772,0.01,4.6607,0.8391,16.7491,불량
0.9909,-0.0118,54.1799,0.0201,-5580.25,75.3889,3.3324,-3.025,15.71,242.7514,5.5692,0.1034,1.801,190.6609,1.991,8.3663,0.0089,5.3765,0.562,19.0091,양품
-3.8655,-0.0103,20.4629,0.0203,-5554.5,70.3556,1.9084,-3.025,15.71,113.3854,4.5618,0.0607,1.801,1672.8201,2.0273,8.6611,-0.0194,4.1925,0.562,23.8655,양품
-0.75,-0.0091,57.1429,0.025,-5692.5,67.7556,0.8601,-3.025,15.71,270.1918,5.4452,0.0294,1.801,378.626,1.9792,8.6544,-0.0017,5.1697,0.562,20.75,양품
0.2745,-0.0101,52.3457,0.026,-5834.75,70.9667,4.0018,-1.135,15.9,165.7166,5.9651,0.1212,0.9649,437.0747,1.99,8.6611,-0.0008,5.2063,0.8391,19.7255,양품
-5.9273,-0.0126,34.2289,0.0181,-5612.25,68.1667,4.6396,-3.496,15.75,278.5504,5.538,0.1488,1.805,543.4074,2.0192,8.7635,-0.0022,5.4888,0.5013,25.9273,양품
-2.9209,-0.0134,12.6512,0.0207,-5588.0,71.2111,1.1631,-3.496,15.75,228.7961,5.5445,0.0389,1.805,239.0899,2.0048,8.287,0.0067,5.2966,0.5013,22.9209,양품
-3.74,-0.0098,34.7826,0.0236,-5153.75,75.5556,2.5401,-3.496,15.71,155.3906,6.2653,0.0794,1.763,359.1039,1.9983,8.5571,-0.0006,6.9365,0.5638,23.74,양품
-0.0691,-0.0113,44.1014,0.0184,-5365.75,70.3444,1.0335,-3.025,15.71,82.4965,4.9591,0.0314,1.801,55.7038,1.9805,8.7401,-0.0053,4.4822,0.562,20.0691,양품
5.1136,-0.0121,43.8923,0.0183,-5437.0,70.1222,0.1787,-3.025,15.71,165.4839,5.0749,0.0062,1.801,195.3407,1.9795,8.7015,-0.0071,4.6386,0.562,14.8864,양품
1.7082,-0.0102,77.8325,0.0182,-5007.75,76.1667,0.9389,-3.025,15.71,64.3869,5.0656,0.029,1.801,127.1675,2.0173,8.9833,0.0038,4.3458,0.562,18.2918,양품
1.5555,-0.0143,27.2489,0.0165,-5357.5,71.4333,4.4907,-1.702,15.87,196.3133,5.2879,0.1486,1.097,339.0285,1.9915,8.6149,-0.0065,5.2748,0.7589,18.4445,양품
1.3136,-0.0116,19.8276,0.0198,-5031.25,63.7889,1.5006,-3.025,15.71,235.3402,4.9325,0.052,1.801,487.0143,2.025,9.1287,0.0147,4.5611,0.562,18.6864,양품
-1.0182,-0.0119,38.6555,0.0142,-5966.75,68.2,0.6471,-3.496,15.75,289.3084,5.0135,0.0228,1.805,434.9363,1.9848,8.7779,-0.0064,5.1021,0.5013,21.0182,양품
-0.9945,-0.0132,24.3115,0.0284,-5477.5,71.5444,0.6159,-2.647,15.82,222.5704,5.7735,0.02,1.182,82.9518,2.0002,8.287,-0.0002,5.4773,0.8349,20.9945,양품
-0.9236,-0.0112,59.6882,0.0225,-5759.75,66.9889,5.8775,-3.025,15.71,90.8277,5.4381,0.1815,1.801,474.4663,1.9835,8.7548,0.0084,4.8743,0.562,20.9236,양품
-0.6609,-0.0109,25.7471,0.0185,-5622.0,62.2889,3.2234,-3.732,15.73,125.0333,4.7264,0.0981,1.739,169.627,2.0032,9.1287,-0.0271,4.4306,0.5524,20.6609,양품
-0.1918,-0.0139,22.3423,0.0195,-5215.5,74.1556,1.891,-3.732,15.73,252.5132,5.5402,0.0598,1.739,133.7672,2.0002,8.4278,0.0079,5.1209,0.5524,20.1918,양품
-2.2818,-0.0115,45.9372,0.0235,-5540.5,66.8667,2.7916,-3.732,15.73,179.7171,5.7814,0.0899,1.739,399.5276,1.9752,8.7548,-0.0227,5.0315,0.5524,22.2818,양품
-5.9336,-0.0104,39.4231,0.0238,-6561.25,71.6444,3.5333,-3.496,15.71,191.7262,4.492,0.0785,1.763,223.1029,1.884,8.7199,0.0084,4.3584,0.5638,25.9336,양품
5.7182,-0.0107,39.0698,0.0246,-5526.0,68.7778,3.6212,-3.732,15.73,151.6784,5.5603,0.1151,1.739,385.1831,1.963,8.8546,-0.0109,4.8898,0.5524,14.2818,양품
-5.1255,-0.0132,47.1035,0.031,-5476.25,74.1111,2.1926,-3.732,15.73,110.7682,6.1328,0.0662,1.739,438.984,2.006,8.3591,-0.002,6.3926,0.5524,25.1255,양품
-2.1309,-0.0103,34.1048,0.0177,-5261.75,71.6444,3.4808,-3.732,15.73,89.8383,5.6093,0.1157,1.739,290.3841,1.9627,8.6149,0.0071,4.7273,0.5524,22.1309,양품
0.42,-0.0087,50.4298,0.0212,-5444.75,72.7667,4.9286,-2.647,15.82,114.3343,5.6325,0.1525,1.182,202.3205,1.991,8.6695,-0.0148,5.2587,0.8349,19.58,양품
-1.1945,-0.0106,40.423,0.021,-5290.0,72.7778,2.3572,-3.591,15.7,200.9052,5.2014,0.0736,1.909,295.074,1.9823,8.7932,0.0068,5.0336,0.5949,21.1945,양품
