sensor_060,sensor_104,sensor_511,sensor_349,sensor_022,sensor_029,sensor_437,sensor_130,sensor_125,sensor_296,sensor_317,sensor_301,sensor_126,sensor_295,sensor_027,sensor_034,sensor_080,sensor_453,sensor_131,sensor_065,sensor_128,sensor_023,sensor_124,sensor_520,sensor_438,sensor_015,sensor_134,sensor_388,sensor_558,sensor_057,sensor_201,sensor_461,sensor_064,sensor_472,sensor_456,sensor_478,sensor_059,sensor_077,sensor_469,sensor_366,sensor_127,sensor_512,sensor_066,sensor_091,sensor_338,sensor_470,sensor_039,sensor_033,sensor_570,sensor_069,result
3.9309,-0.0091,48.1532,0.0262,-5442.75,70.6222,1.0819,-0.615,15.8,300.5067,6.3707,0.0354,0.9507,534.942,2.0475,8.5135,0.0246,5.8813,0.7833,16.0691,0.6779,2602.25,15.85,3.2873,3.2568,10.8834,1001.7946,0.0,1.4369,0.9306,18.27,21.9452,15.899,30.3839,2.6804,4.7656,4.4917,-0.0734,442.9001,0.0045,2.821,0.0,22.9785,8397.2999,4.6865,4.7616,86.6662,85.3154,13.7846,146.6755,양품
3.1845,-0.0118,35.518,0.0182,-6448.25,69.1444,2.6999,1.939,15.93,349.1718,7.1628,0.0609,0.9791,202.8684,1.8815,8.5779,-0.004,6.3585,0.7713,16.8155,0.5709,2949.25,15.92,3.6784,3.3264,9.5241,1005.49,0.0,,0.9257,18.35,8.4841,9.7867,10.3587,5.1914,5.4338,4.5024,-0.0606,166.1148,0.0042,2.912,0.0,22.1925,8484.88,1.4875,4.4422,86.6492,85.2601,18.5959,146.8573,양품
3.5264,-0.0072,75.5245,0.022,-6535.25,67.9333,3.8553,-0.8042,16.0,267.6009,4.6328,0.0979,0.9649,197.0184,1.8915,8.7662,-0.0253,4.3767,0.7923,16.4736,0.5761,2935.75,15.95,3.6638,4.5633,12.6648,1010.1669,0.0,,0.93,15.61,18.111,17.77,4.7362,3.6907,6.2851,4.5896,-0.0392,151.1472,0.0058,2.778,0.0,21.3934,8794.9101,1.6294,5.391,86.5018,84.2049,24.6499,140.8091,양품
0.8764,-0.011,60.1367,0.0254,0.0,69.3333,0.0,1.939,15.93,0.0,6.5683,0.0,0.9791,0.0,0.0,8.7696,0.0198,6.098,0.7713,19.1236,0.5709,0.0,15.92,,5.625,9.4795,1005.49,0.0,0.5041,0.9346,19.36,30.6797,18.5282,5.5375,3.1559,13.4068,4.6195,-0.0745,0.0,0.0042,2.912,0.0,27.1747,8722.84,3.3387,4.7504,86.5639,85.7833,13.1139,148.4318,양품
-1.9682,-0.0082,52.2003,0.0163,-5442.75,66.9889,4.2113,0.4258,15.95,164.3705,7.4635,0.1339,0.9838,331.9923,2.0042,8.5334,0.0045,6.0106,0.7611,21.9682,0.6119,2689.5,15.94,11.1303,2.687,7.5917,1006.766,0.0,1.4305,0.9331,23.44,24.6721,13.4528,5.2645,3.1474,10.2046,4.5722,-0.1054,367.3441,0.0037,2.776,0.0,26.565,8348.04,2.0669,5.8078,86.8109,85.9922,24.7768,152.2845,양품
3.2964,-0.0083,52.9323,0.0264,-6451.75,66.6,2.0392,-0.9461,15.95,169.5897,5.7283,0.0477,0.9554,175.7695,1.859,9.1156,-0.0161,5.2347,0.7527,16.7036,0.5781,2940.0,15.98,,5.2553,8.7923,1010.1773,0.0,1.7834,0.9295,16.83,18.4257,8.3183,24.3798,2.9359,4.639,4.5089,-0.0518,328.5436,0.0061,2.892,350.0,21.2894,9116.9602,2.6425,6.3034,86.8518,85.0513,17.3613,147.2309,양품
4.3818,-0.0065,90.2486,0.0291,-6364.25,69.1111,2.2186,0.2365,15.95,299.2662,5.4181,0.0542,0.9602,226.0802,1.8895,8.7568,-0.0307,4.9731,0.8207,15.6182,0.5451,2879.75,15.97,5.2155,2.4598,10.6532,1018.1556,0.0,,0.929,19.19,20.9068,14.5473,6.0884,3.7084,6.9538,4.5819,-0.0436,74.8548,0.0062,2.737,337.6147,23.4325,8336.1801,1.1288,5.9905,86.5928,85.7033,,144.6691,양품
0.5082,-0.0087,88.2521,0.0168,-5521.25,69.9,2.6216,-0.1419,15.98,240.5695,6.2989,0.0842,0.9649,359.5695,2.0125,8.5615,-0.0006,6.3934,0.827,19.4918,0.6295,2683.5,15.9,4.0578,4.0057,12.4662,1004.4267,0.0,1.9999,0.929,15.96,20.8534,10.123,10.6223,4.8974,4.7158,4.5141,-0.05,932.737,0.0036,3.463,0.0,25.6003,8098.64,1.2502,3.1917,86.8706,86.3794,,145.6791,양품
0.4373,-0.0102,46.3054,0.0215,-6317.25,66.7,4.6952,0.0473,15.97,208.3403,6.4175,0.1141,0.9602,203.6621,1.8848,9.1156,-0.0121,6.2241,0.8162,19.5627,0.5944,2980.5,15.97,,4.4978,9.5575,1008.6706,0.0,1.4898,0.9299,14.88,25.0758,10.1415,35.326,2.7102,6.3461,4.5291,-0.0476,0.0,0.0049,2.72,0.0,24.5833,8989.9399,5.393,6.3873,86.8518,85.0513,15.4662,150.4855,양품
-0.6609,-0.0142,43.6236,0.0138,-5508.5,68.1111,1.566,-0.615,15.8,220.9472,6.5332,0.0489,0.9507,733.9076,1.9788,8.7812,-0.0054,5.3927,0.7833,20.6609,0.6779,2635.5,15.85,2.5752,4.9918,12.6135,1001.7946,0.0,2.7273,0.934,20.56,22.4884,13.1609,6.7836,2.9137,2.6206,4.5775,-0.0692,876.066,0.0064,2.821,455.6962,25.3772,9290.2499,1.5688,5.2882,86.6597,85.2505,25.1091,149.9636,양품
2.5055,-0.0082,74.277,0.0196,-5249.25,74.6667,3.987,0.2365,15.95,144.4123,7.2215,0.137,0.9602,459.9387,1.9752,8.3331,-0.0166,6.6033,0.8207,17.4945,0.5451,2655.25,15.97,,1.875,11.9668,1018.1556,0.0,2.6177,0.9261,14.36,15.5583,10.5073,7.1836,2.1944,6.3005,4.4779,-0.0549,354.0276,0.0017,2.737,679.2453,23.1487,8989.74,2.9314,5.2584,86.993,84.969,12.0531,144.9091,양품
0.4027,-0.0096,41.5045,0.0245,-6564.5,68.3333,4.7505,-0.615,15.8,259.531,5.0057,0.1028,0.9507,211.4687,1.8965,8.7696,0.0189,3.8517,0.7833,19.5973,0.6779,2892.5,15.85,3.4607,5.7073,12.2199,1001.7946,0.0,,0.9238,14.95,28.5148,21.129,4.8547,2.4017,4.7142,4.5321,-0.1087,0.0,0.0043,2.821,688.0,27.2715,8827.89,3.5008,4.8467,86.5639,85.7833,3.2908,140.6382,양품
-1.2973,-0.0115,26.2009,0.0263,-5648.25,67.7556,2.9858,1.939,15.93,144.8962,4.4843,0.0988,0.9791,530.0549,2.018,8.5334,0.0442,4.3183,0.7713,21.2973,0.5709,2709.75,15.92,,3.3946,12.2971,1005.49,0.0,,0.9295,16.86,8.3079,7.9873,10.6068,4.8294,7.9562,4.5348,-0.1124,0.0,0.0086,2.912,0.0,27.5945,9232.3602,4.3824,5.6056,86.8109,85.9922,,149.3173,양품
4.4827,-0.0092,82.3848,0.017,-6249.25,69.4778,2.4124,0.0473,15.87,288.6432,5.4552,0.0546,0.9365,240.0797,1.884,8.5855,0.0233,4.6359,0.7747,15.5173,0.5873,3007.25,15.86,2.4909,4.174,10.1615,1004.5168,0.0,1.0381,0.9238,19.55,17.8885,13.8091,9.2359,4.0928,4.2433,4.5429,-0.0691,154.8165,0.0031,2.841,0.0,22.9589,9278.5899,2.2062,5.4421,86.8774,86.2857,,139.5136,양품
0.3036,-0.01,48.1807,0.0216,-5667.75,69.6333,1.795,0.4258,15.95,126.0344,6.3964,0.0661,0.9838,290.5838,2.0075,9.308,-0.0218,5.5401,0.7611,19.6964,0.6119,2617.0,15.94,3.958,3.0158,9.3531,1006.766,0.0,,0.9314,17.6,40.8202,9.2543,29.7801,2.9156,7.5994,4.4982,-0.0703,0.0,0.003,2.776,800.0,24.4119,8767.77,4.0988,6.7624,86.872,84.7114,7.2011,148.96,양품
2.5718,-0.0108,23.2558,0.024,-5440.5,67.2778,4.5018,-0.615,15.8,117.6974,6.57,0.1528,0.9507,36.5194,2.0015,9.6938,0.0017,5.3774,0.7833,17.4282,0.6779,2664.0,15.85,5.7134,4.0132,10.2408,1001.7946,0.0,,0.9251,13.74,18.1283,10.6835,9.5346,5.0053,6.2216,4.5155,-0.0855,124.4256,0.0063,2.821,0.0,20.9109,9103.26,0.9388,5.0847,87.0735,85.0066,,148.5155,양품
-0.0555,-0.0133,36.773,0.0307,-5701.0,70.0556,4.1721,-0.615,15.8,232.8896,6.2269,0.1419,0.9507,351.7907,1.993,8.7283,0.0164,5.012,0.7833,20.0555,0.6779,2656.25,15.85,,2.9976,11.589,1001.7946,0.0,,0.934,29.86,21.7744,13.9354,5.2611,3.3998,11.0059,4.5775,-0.0637,0.0,0.003,2.821,800.0,25.7896,9771.2799,3.1617,6.1701,86.6108,84.7007,,149.6464,양품
-0.4455,-0.008,67.2897,0.0212,-6308.75,67.7444,4.3009,-0.615,15.8,288.544,5.3724,0.096,0.9507,148.2821,1.8855,8.8384,0.0095,4.8766,0.7833,20.4455,0.6779,3079.5,15.85,7.2889,4.2808,12.4421,1001.7946,0.0,0.8626,0.9312,17.28,29.8326,24.8391,9.5205,3.656,4.0014,4.5462,-0.0757,0.0,0.0041,2.821,0.0,28.0135,9111.5801,2.0865,5.4397,87.0242,86.931,10.9686,140.45,양품
-1.1582,-0.0098,66.4962,0.0331,-6449.25,70.0222,2.0752,-0.615,15.8,350.6461,5.6406,0.0432,0.9507,197.1689,1.8793,8.9546,-0.0083,5.0145,0.7833,21.1582,0.6779,3047.0,15.85,7.1286,3.8559,12.1708,1001.7946,0.0,2.5104,0.9312,22.26,32.6964,21.9709,5.737,3.9095,4.9308,4.5462,-0.0731,340.1884,0.0035,2.821,186.3014,29.3803,8744.3301,1.45,6.2529,86.9821,85.5528,,137.7055,양품
-0.4073,-0.0106,32.9412,0.0319,-6724.5,70.1,5.5431,-0.615,15.8,330.8548,5.8332,0.1329,0.9507,882.1574,1.8935,8.5334,0.004,5.7115,0.7833,20.4073,0.6779,3000.25,15.85,,3.709,14.2883,1001.7946,0.0,,0.9306,12.39,26.9915,16.1442,40.057,2.8996,5.2867,4.4958,-0.1022,0.0,0.0039,2.821,0.0,25.3135,8529.2199,6.6806,6.4871,86.8109,85.9922,,147.73,양품
0.1155,-0.0079,64.455,0.0128,-5646.25,69.4222,2.9371,-0.1419,15.98,159.0417,7.5303,0.0983,0.9649,496.5886,2.0027,8.5788,-0.0032,6.5395,0.827,19.8845,0.6295,2596.75,15.9,6.1272,3.3131,10.2015,1004.4267,0.0,1.2984,0.934,24.53,22.048,12.6663,5.5191,3.1528,5.1901,4.5775,-0.044,0.0,0.004,3.463,942.2222,25.0919,8631.0899,3.7987,5.6235,86.6582,85.7419,,149.9009,양품
-8.64,-0.0067,93.3333,0.0295,-5336.0,68.7333,3.2539,-0.615,15.8,142.0197,5.2204,0.1001,0.9507,509.2655,1.9933,8.5788,-0.0124,4.5076,0.7833,28.64,0.6779,2637.75,15.85,3.7905,1.6004,10.7361,1001.7946,0.0,1.7672,0.9298,19.71,14.7792,12.8082,5.0983,3.3708,8.846,4.6229,-0.0842,90.8565,0.0067,2.821,246.8085,34.6714,9186.63,2.1699,5.6107,86.6582,85.7419,,155.4373,양품
3.19,-0.0108,45.4756,0.0286,-5699.75,69.4,3.6027,0.4258,15.95,609.531,6.2613,0.1176,0.9838,295.4537,2.0112,8.7283,0.0086,4.7621,0.7611,16.81,0.6119,2983.0,15.94,,4.611,8.342,1006.766,0.0,,0.9265,16.56,32.9253,11.5303,7.2152,3.8922,7.8401,4.5682,-0.0467,113.1661,0.006,2.776,474.5763,22.5685,8886.2602,1.3647,4.3538,86.6108,84.7007,,144.3855,양품
-2.0836,-0.0104,35.6627,0.0182,-5386.5,67.9778,1.1425,0.4258,15.95,86.6925,5.9629,0.0347,0.9838,173.792,2.0112,8.7568,-0.0423,6.5486,0.7611,22.0836,0.6119,2476.75,15.94,2.6482,2.2066,11.9385,1006.766,0.0,,0.9293,16.72,26.0263,8.0516,11.2032,4.9194,4.8653,4.5537,-0.0435,249.0838,0.0039,2.776,360.3053,23.4308,8837.2001,1.5454,5.2372,86.5928,85.7033,,150.4545,양품
-1.1527,-0.0101,37.4846,0.0228,-5374.75,69.5889,2.3904,-0.615,15.8,289.4299,5.2162,0.0817,0.9507,748.6621,2.0155,8.5615,-0.0069,4.606,0.7833,21.1527,0.6779,2590.5,15.85,5.5548,2.0118,12.5993,1001.7946,0.0,2.1524,0.9208,14.32,22.4076,14.5554,7.7637,2.4141,5.3217,4.4758,-0.1095,671.4511,0.0036,2.821,0.0,26.9974,8159.88,2.3737,5.7821,86.8706,86.3794,19.2859,141.6845,양품
2.99,0.0203,20.6769,0.0461,-5513.5,65.9111,3.0497,0.0473,15.87,377.281,5.0532,0.0985,0.9365,355.1549,2.0317,9.754,-0.0102,4.4492,0.7747,17.01,0.5873,2884.75,15.86,3.6451,3.9447,13.364,1004.5168,0.0,,0.9337,21.15,28.116,17.0281,8.4123,4.3042,6.8674,4.5319,-0.0921,212.0401,0.0359,2.841,203.9216,23.2157,8700.71,1.9763,5.6462,87.1954,85.8807,,144.1591,양품
1.5582,-0.0086,68.8047,0.0222,-6433.5,69.8444,2.299,0.4258,15.95,321.8411,5.9053,0.0496,0.9838,238.3478,1.8872,8.441,-0.0262,5.3721,0.7611,18.4418,0.6119,3087.5,15.94,4.155,4.1521,18.4695,1006.766,0.0,1.5334,0.9312,21.38,32.914,14.7009,6.3474,4.2109,4.4489,4.5462,-0.0391,323.4539,0.0027,2.776,243.1373,25.9403,9072.8601,1.8064,5.0098,87.0383,84.9737,15.4662,141.1582,양품
-0.5464,-0.0097,22.6221,0.0239,-6374.25,68.1667,0.6455,0.0473,15.87,359.8123,6.4715,0.0152,0.9365,644.7177,1.8805,8.7696,0.0103,6.1883,0.7747,20.5464,0.5873,2986.25,15.86,,4.1076,11.6025,1004.5168,0.0,1.6809,0.9295,17.14,10.7731,17.0083,10.3861,4.7446,4.7047,4.5348,-0.069,0.0,0.0039,2.841,980.0,25.8855,8104.17,1.8586,6.5366,86.5639,85.7833,17.444,141.7718,양품
2.8618,-0.0071,65.0177,0.0255,-5538.75,69.8,2.2628,-0.4731,15.88,105.4103,6.549,0.0688,0.9176,387.2737,1.9932,8.77,-0.0036,6.6476,0.8318,17.1382,0.5719,2644.0,15.88,4.8114,3.7249,10.863,1000.2793,0.0,1.3266,0.9295,14.58,17.766,7.6957,26.1852,2.9643,6.0387,4.5089,-0.0136,432.5921,0.0059,2.71,277.686,22.4125,8569.6701,3.2053,7.2063,86.5202,85.7881,31.9497,151.8545,양품
-4.4482,-0.009,89.1365,0.011,-6507.75,66.6778,1.3234,0.0473,15.87,167.3248,6.724,0.032,0.9365,315.6046,1.8772,9.1156,-0.0202,5.8306,0.7747,24.4482,0.5873,2985.75,15.86,3.9641,4.1993,11.5995,1004.5168,0.0,,0.9261,10.35,24.8081,21.1473,10.3633,2.4313,2.9266,4.4779,-0.0317,211.9967,0.0039,2.841,0.0,34.3644,8213.32,2.4263,4.8602,86.8518,85.0513,22.3506,145.56,양품
2.43,-0.0082,48.5584,0.0163,-5397.25,68.9444,1.3252,1.939,15.93,205.795,6.1488,0.0435,0.9791,348.8919,2.0098,8.4896,-0.0084,6.1795,0.7713,17.57,0.5709,2719.75,15.92,,3.0459,8.6783,1005.49,0.0,0.8912,0.9295,11.82,28.3738,7.5635,30.556,2.9053,3.6629,4.5089,-0.0469,717.2838,0.0055,2.912,227.907,22.2242,8722.6,4.6702,6.9295,87.0327,85.2679,15.4662,149.0627,양품
1.17,-0.007,45.5516,0.0234,-5545.75,66.1778,1.927,-0.4731,15.88,109.2062,6.3433,0.066,0.9176,257.1827,1.9935,8.8132,-0.0287,5.8371,0.8318,18.83,0.5719,2637.0,15.88,31.7587,3.0222,9.6713,1000.2793,0.0,1.7219,0.9265,20.6,14.7869,11.4049,5.5635,4.292,4.533,4.5682,0.0066,522.2222,0.006,2.71,875.0,24.7337,8944.2699,1.7619,7.7566,86.52,85.8748,24.1296,140.9673,양품
-1.93,-0.0142,39.3327,0.0274,-6529.75,70.4111,3.9598,0.2365,15.95,282.4965,5.5841,0.0893,0.9602,136.3192,1.8898,8.7418,-0.0048,4.4387,0.8207,21.93,0.5451,2916.25,15.97,3.7799,3.5506,10.9501,1018.1556,0.0,,0.9217,27.41,31.8046,13.3573,8.2803,4.4672,4.5548,4.4937,-0.0442,415.0252,0.0055,2.737,512.3596,29.6185,8621.46,2.2793,5.1951,86.5759,84.8892,,135.9,양품
2.6373,-0.0083,36.1991,0.0197,-6468.25,68.7222,3.0777,0.0473,15.87,248.8433,5.2818,0.0763,0.9365,245.2786,1.896,8.7568,0.0044,4.6978,0.7747,17.3627,0.5873,2904.5,15.86,,3.4923,14.2211,1004.5168,0.0,,0.93,16.87,11.8997,16.8227,6.0537,3.6672,6.0599,4.5896,-0.0322,227.5078,0.0044,2.841,634.4828,22.698,9096.68,1.8215,5.4904,86.5928,85.7033,,143.4018,양품
3.4827,-0.0099,42.3707,0.0368,-5573.25,67.6111,2.7235,0.2365,15.95,122.0287,6.1437,0.0852,0.9602,275.1586,2.0022,8.8132,-0.0083,6.5545,0.8207,16.5173,0.5451,2583.5,15.97,2.4363,6.5078,12.1786,1018.1556,0.0,2.602,0.9288,11.62,16.3295,7.1064,8.4771,4.7069,6.8368,4.5065,-0.0259,217.9327,0.0029,2.737,575.6098,21.1961,9080.3599,1.9922,5.5777,86.52,85.8748,20.3015,150.2164,양품
2.0173,-0.0099,42.3174,0.0187,-5760.75,68.2556,1.1957,-0.4731,15.88,124.4063,4.6202,0.045,0.9176,601.9974,2.0042,8.77,-0.0067,4.0492,0.8318,17.9827,0.5719,2554.25,15.88,59.6649,5.1278,9.991,1000.2793,0.0,2.358,0.9295,20.1,42.5867,15.9991,9.8158,4.8695,5.3882,4.5348,-0.0065,244.8851,0.0049,2.71,200.0,24.4746,8815.74,1.6391,5.5101,86.5202,85.7881,13.1229,145.6891,양품
1.5527,-0.0106,51.0638,0.0224,-5618.75,59.9667,2.3175,0.7569,15.9,267.1908,4.6827,0.051,1.002,286.2463,1.8725,9.3851,-0.0312,4.2178,0.8057,18.4473,0.5642,2998.75,15.83,4.7744,4.836,9.7589,1002.579,0.0,0.8011,0.9242,12.78,32.754,15.2109,10.8005,2.4502,4.471,4.4867,-0.0594,414.1101,0.005,2.679,416.0,24.4248,9454.8601,2.0538,5.6061,86.2213,85.4507,23.696,144.7091,양품
-8.6982,-0.0102,26.4059,0.0233,-6417.75,72.2667,4.4997,-0.4731,15.88,262.1099,4.7052,0.0997,0.9176,158.6366,1.885,8.441,-0.0112,4.5303,0.8318,28.6982,0.5719,3013.75,15.88,4.1558,3.1827,9.5012,1000.2793,0.0,1.7509,,19.81,17.6003,14.9327,7.5393,3.6557,6.9142,,-0.004,138.5346,0.0077,2.71,0.0,36.5743,8839.8099,3.6576,5.6854,87.0383,84.9737,28.6687,152.15,양품
-2.3391,-0.01,196.0199,0.023,-5442.75,69.2,2.6031,-0.4731,15.88,106.4378,6.1435,0.0974,0.9176,406.1801,1.9875,8.7812,-0.0072,5.4163,0.8318,22.3391,0.5719,2644.5,15.88,,3.1792,9.5,1000.2793,0.0,1.2473,0.923,14.73,16.5158,13.5051,7.4746,3.9689,4.2557,4.5698,-0.069,160.7462,0.0058,2.71,726.1538,29.1587,8686.8099,1.1171,6.2947,86.6597,85.2505,25.1081,140.0473,양품
4.1782,-0.0092,59.0164,0.0174,-6425.25,70.3,1.459,0.7569,15.9,363.971,6.7404,0.0343,1.002,120.5028,1.8968,8.5232,0.0144,6.4076,0.8057,15.8218,0.5642,3152.25,15.83,4.0602,3.1294,10.3773,1002.579,0.0,1.9962,0.9306,21.85,16.7152,15.4109,26.272,2.7409,8.6204,4.4917,-0.0741,273.8033,0.0041,2.679,0.0,22.3865,8989.0101,3.0743,6.3558,86.6814,85.5983,84.8024,145.1209,양품
4.1455,-0.0075,92.4623,0.0162,-5247.75,67.7556,1.6636,-0.4731,15.88,87.2597,6.5758,0.0592,0.9176,307.3829,2.0245,8.5288,-0.009,5.1538,0.8318,15.8545,0.5719,2638.75,15.88,3.8168,2.8042,9.1581,1000.2793,0.0,2.2612,0.9302,19.77,15.3325,13.9697,6.7873,3.6761,4.3536,4.5729,-0.0022,110.7237,0.0031,2.71,0.0,20.187,9028.5101,1.5186,6.079,86.6692,85.2227,15.4662,138.5073,양품
4.0555,-0.0112,58.0357,0.0416,-6660.25,69.2667,2.2479,0.7569,15.9,169.781,5.5267,0.0467,1.002,74.5671,1.8872,8.7696,0.0117,5.0437,0.8057,15.9445,0.5642,2955.25,15.83,,4.3311,10.8559,1002.579,0.0,1.6851,0.9306,14.07,27.2044,9.6396,29.0995,3.0263,4.3634,4.4917,-0.0693,355.8171,0.0026,2.679,406.3492,18.277,9126.35,3.7386,6.315,86.5639,85.7833,15.4662,151.4891,양품
1.54,-0.0075,120.603,0.0256,-6656.5,68.7,2.8557,0.2365,15.95,260.5904,6.5531,0.0635,0.9602,176.0407,1.8868,8.7662,-0.0356,5.4922,0.8207,18.46,0.5451,2928.0,15.97,,4.8035,13.7758,1018.1556,0.0,,0.9261,21.85,15.4669,17.2573,7.6827,2.4312,9.366,4.4779,-0.0371,462.987,0.0081,2.737,573.913,27.5268,8746.85,2.2086,7.6288,86.5018,84.2049,13.6014,144.0318,양품
2.8627,-0.0108,58.2659,0.0276,-6375.25,68.3222,3.9967,0.0473,15.87,136.871,5.045,0.1001,0.9365,162.4918,1.8722,9.0425,-0.002,4.7174,0.7747,17.1373,0.5873,2928.5,15.86,,2.7809,11.7127,1004.5168,0.0,1.288,0.9288,26.75,34.843,13.6804,11.3066,4.9262,9.2907,4.5186,-0.1089,168.0216,0.0024,2.841,0.0,24.7459,8884.0999,1.5044,6.7035,86.8006,84.6838,21.1618,149.7191,양품
1.7755,-0.0142,36.0106,0.0124,-6233.5,65.8556,2.7686,1.939,15.93,57.9849,6.7019,0.0584,0.9791,74.5229,1.8585,9.0425,0.0083,5.8777,0.7713,18.2245,0.5709,2875.75,15.92,4.2122,5.4665,11.9662,1005.49,0.0,1.2414,0.9362,13.43,30.6099,18.5782,5.743,4.0836,11.1753,4.5591,-0.0641,279.3651,0.007,2.912,0.0,25.55,8509.97,1.3492,5.554,86.8006,84.6838,15.4662,151.8527,양품
16.6491,-0.008,39.8754,0.0185,-5748.5,67.5,1.8788,0.7569,15.9,1544.6842,5.2334,0.0683,1.002,374.1742,2.0285,8.8132,-0.0091,4.6315,0.8057,17.239,0.5642,3293.0,15.83,,5.3333,9.1574,1002.579,0.0,,0.9293,16.58,18.1288,12.1909,117.7853,5.8606,12.4472,4.5537,0.0238,943.7152,0.0051,2.679,942.8571,21.9792,9009.32,2.5271,34.2646,86.52,85.8748,,145.1727,불량
1.9255,-0.0092,60.1093,0.0236,-5519.75,67.3889,3.5987,-0.4731,15.88,303.7483,5.4746,0.1234,0.9176,130.7042,1.9988,9.0121,0.03,5.3191,0.8318,18.0745,0.5719,2768.5,15.88,,5.7873,12.3807,1000.2793,0.0,2.0946,0.9288,14.6,14.1319,9.3151,9.5774,4.6832,6.0788,4.5065,-0.0988,285.1275,0.003,2.71,0.0,23.1949,7994.81,1.5307,4.2145,86.6797,86.6785,26.0766,147.5627,양품
-1.3727,-0.0089,42.6966,0.0186,-6385.75,69.7778,2.1369,-0.5204,15.89,294.628,5.802,0.0495,0.9933,79.9557,1.8805,8.4896,-0.0095,5.0021,0.791,21.3727,0.5849,2961.5,15.89,6.5853,3.7261,14.3185,999.819,0.0,1.5881,0.9306,20.17,33.2929,21.8473,5.9076,3.8675,5.2717,4.5809,-0.0188,403.5762,0.0044,2.726,266.6667,29.1464,8874.8601,1.4205,4.9489,87.0327,85.2679,20.8933,140.7509,양품
2.6218,-0.0101,61.3861,0.0199,-6284.25,68.7667,2.3301,0.7569,15.9,193.3822,6.9764,0.0556,1.002,227.3461,1.8962,8.4896,-0.0105,5.4606,0.8057,17.3782,0.5642,2991.0,15.83,,4.2172,9.6943,1002.579,0.0,1.3212,0.934,21.86,18.7337,9.7209,5.7486,3.0443,5.5797,4.5775,-0.0472,421.8447,0.0041,2.679,405.9701,22.6667,8850.22,3.3598,5.8471,87.0327,85.2679,25.5068,150.1882,양품
-0.7782,-0.0107,45.6345,0.0256,-6048.5,67.8556,3.6814,-0.1892,15.86,85.3048,5.1135,0.111,0.9933,1152.8147,2.0128,8.7568,-0.0129,5.529,0.7804,20.7782,0.5814,2623.25,15.8,7.0786,4.1264,11.2825,1012.4752,0.0,1.2384,0.9295,17.85,11.2694,14.2947,11.5032,4.5739,3.9458,4.5348,-0.0284,397.0794,0.0155,2.846,0.0,26.0554,8607.3302,0.9742,5.5131,86.5928,85.7033,42.5535,144.7118,양품
-0.3918,-0.0106,26.5089,0.0201,-5486.25,68.3778,1.3292,0.0473,15.79,192.7918,5.6784,0.0426,0.9554,402.1703,2.0093,8.7932,0.0073,5.2638,0.7585,20.3918,0.6113,2755.0,15.8,4.1255,3.2174,13.3456,997.5143,0.0,1.459,0.9342,18.91,30.1432,17.3628,4.6356,3.2729,5.6919,4.685,-0.0246,0.0,0.0107,2.864,0.0,28.9557,8782.8301,3.0919,4.5461,86.8489,85.513,36.5169,144.0655,양품
-0.9691,-0.0111,24.2424,0.012,-5201.5,74.1333,4.1509,0.0473,15.79,76.1271,5.5702,0.1345,0.9554,647.3544,1.9472,8.3273,-0.008,4.9243,0.7585,20.9691,0.6113,2451.0,15.8,93.7836,2.0234,12.2715,997.5143,0.0,1.8507,0.9296,19.3,24.0162,15.42,8.7353,4.6026,4.8659,4.574,-0.0499,495.3096,0.0044,2.864,904.3478,26.2905,8950.5701,1.464,5.1888,87.037,86.3826,34.416,142.42,양품
5.0955,-0.0093,62.5337,0.0129,-5553.5,69.1444,4.444,0.4258,15.85,169.9814,5.2581,0.1389,0.9933,633.4417,1.9713,8.7662,0.0049,4.8642,0.8297,14.9045,0.5736,2618.5,15.78,3.0989,4.4834,11.225,999.6484,0.0,2.2785,0.9306,23.07,21.056,16.4116,26.246,2.9935,13.0732,4.4917,-0.0498,291.6325,0.0039,2.775,0.0,21.9399,8196.8299,3.8406,5.4084,86.5018,84.2049,31.7582,146.33,양품
-1.1173,-0.0091,45.9016,0.0259,-6316.75,69.6111,1.8576,0.0473,15.87,277.3331,5.9137,0.0416,0.9365,166.5761,1.8912,8.8384,0.015,4.7823,0.7747,21.1173,0.5873,3114.5,15.86,,4.0223,10.9682,1004.5168,0.0,1.975,0.923,21.03,19.5079,13.2418,7.5085,4.2297,5.1698,4.5698,-0.0558,489.585,0.0099,2.841,0.0,30.1518,8313.42,1.6298,5.4973,87.0242,86.931,,141.3982,양품
3.3364,-0.0099,56.7089,0.0187,-6394.5,72.9,1.503,0.0473,15.79,174.0084,5.9788,0.0316,0.9554,204.3502,1.8847,8.4896,0.0254,5.1035,0.7585,16.6636,0.6113,2983.75,15.8,5.8827,4.2524,10.5915,997.5143,0.0,,0.9238,19.55,14.6479,12.6881,6.1805,4.0599,4.5331,4.5429,-0.0143,98.6104,0.0044,2.864,0.0,24.4489,7880.52,1.0523,5.8481,87.0327,85.2679,,144.2718,양품
0.9827,-0.0106,63.0588,0.0188,-6331.25,70.6,3.8641,0.4258,15.85,278.1383,7.4488,0.0838,0.9933,147.7258,1.891,8.4896,-0.0189,6.6211,0.8297,19.0173,0.5736,3032.25,15.78,3.0498,4.3909,15.5338,999.6484,0.0,1.2691,0.934,20.8,20.4153,12.2955,4.8901,3.1956,6.454,4.5775,-0.0345,0.0,0.0047,2.775,278.9474,24.2367,8858.71,3.0691,5.357,87.0327,85.2679,15.4662,151.5345,양품
